text,timestamp,fecha_legible,emocion,comment_length,word_count,bert_sentiment
"no duran nada,se acaban super rapido, luego solo queda como un brillito",1693155020,2023-08-27 11:50:20,consulta,71,12,neutral
no dura si transfiere,1693153181,2023-08-27 11:19:41,testimonio,21,4,neutral
y todos no tranfieren??????,1693151622,2023-08-27 10:53:42,satisfaccion,27,4,neutral
que lindo tu maquillaje,1693148937,2023-08-27 10:08:57,sorpresa,23,4,neutral
"120, 100",1693143678,2023-08-27 08:41:18,consulta,9,2,neutral
tiene buen acabado pero a medida que pasan las horas reseca los labios y se empieza a descarcarar,1693143314,2023-08-27 08:35:14,decepcion,97,18,neutral
"los maybelline no duran nada, se me quedan en el vaso, en el cepillo de dientes, en mi sandwich vaaa es muy incomodo usarlos",1693142960,2023-08-27 08:29:20,testimonio,124,24,neutral
"son perfectos, yo tengo y no transfiere hay q saber utilizarlo na mas",1693135822,2023-08-27 06:30:22,confusion,70,13,neutral
me encanta lindos bendiciones,1693134782,2023-08-27 06:13:02,entusiasmo,30,4,neutral
el tono 135 es muy oscuro.,1693128766,2023-08-27 04:32:46,entusiasmo,26,6,neutral
"tengo el 20, no sabia que habia tantos",1693116715,2023-08-27 01:11:55,confusion,38,8,neutral
todos te quedan lindo,1693116386,2023-08-27 01:06:26,decepcion,22,4,neutral
cual es que el que se asemeja mas al amazonian de maybelline,1693113279,2023-08-27 00:14:39,satisfaccion,61,12,neutral
si duran pero el efecto glossy se va rapido.,1693112924,2023-08-27 00:08:44,testimonio,44,9,neutral
me encanta ayer una amiga me ob sequio uno,1693112926,2023-08-27 00:08:46,entusiasmo,43,9,neutral
no dura nada se sale de inmediato,1692957950,2023-08-25 05:05:50,testimonio,34,7,neutral
no duran,1692715532,2023-08-22 09:45:32,testimonio,9,2,neutral
"mucha maravilla,pero no duran como dicen y la taza si se transfiere...",1692658809,2023-08-21 18:00:09,consulta,71,12,neutral
la verdad si transfiere... son bonitos y buenos pero si tranfieren aunque no se borran pero no mientan con la prueba de la mano,1692588358,2023-08-20 22:25:58,sorpresa,127,24,neutral
"no dura, si se transfiere es decir no funciona",1692587972,2023-08-20 22:19:32,decepcion,47,9,neutral
"estos no duran, prefiero los labiales de cyson",1692585460,2023-08-20 21:37:40,testimonio,47,8,neutral
no funciona como larga duracion,1692507768,2023-08-20 00:02:48,consulta,31,5,neutral
no dura mucho,1692488807,2023-08-19 18:46:47,testimonio,13,3,neutral
no dura nada,1692483577,2023-08-19 17:19:37,testimonio,12,3,neutral
no es tan bueno. se transfiere y dura muy poco tiempo,1692482764,2023-08-19 17:06:04,testimonio,53,11,neutral
"ademas de muy caro,no dura",1692464103,2023-08-19 11:55:03,testimonio,26,5,neutral
honestamente no me gusto. no es duradero,1692427695,2023-08-19 01:48:15,testimonio,40,7,neutral
el gloss desaparece y queda pegajoso!!,1692384945,2023-08-18 13:55:45,sorpresa,39,6,neutral
"si se transfiere, y no dura nada",1692373463,2023-08-18 10:44:23,testimonio,32,7,neutral
duran el rato y traen muy poco!!.. labial,1692370909,2023-08-18 10:01:49,testimonio,41,8,neutral
si transfiere,1692356275,2023-08-18 05:57:55,queja,13,2,neutral
"no sabia que tenia que agitar, ahora todo tiene sentido",1692294946,2023-08-17 12:55:46,testimonio,58,10,neutral
no me gustan que sean con brillo. yo lo compre de emergencia para una noche y no me gusto,1692250472,2023-08-17 00:34:32,entusiasmo,90,19,neutral
quiero todos,1692246766,2023-08-16 23:32:46,testimonio,13,2,neutral
"yo use uno el tono 25, es brilloso si pero luego se me seco dentro del envase despues de 3meses",1692226074,2023-08-16 17:47:54,decepcion,95,20,neutral
tanto los desie y no me duran y si transfieren,1745955118,2025-04-29 14:31:58,testimonio,47,10,neutral
diga el numero el nombre no interesa,1743309291,2025-03-29 23:34:51,queja,36,7,neutral
lo quiero todos,1743098849,2025-03-27 13:07:29,sorpresa,16,3,neutral
y el tono 4 cual es?,1708752044,2024-02-24 00:20:44,satisfaccion,20,6,neutral
por que se sienten pegajosos en los labios?,1703614792,2023-12-26 13:19:52,frustracion,43,8,neutral
mucho mas buenos que los de la sol,1699810427,2023-11-12 12:33:47,frustracion,34,8,neutral
q valeee,1699654815,2023-11-10 17:20:15,testimonio,8,2,neutral
puedes ponerlos a prueba con comida? porque he visto demasiados comentarios diciendo que no aguantan nada,1699653941,2023-11-10 17:05:41,entusiasmo,105,16,neutral
yo ahorrando para comprarme uno y ella ya los tiene todos,1699553910,2023-11-09 13:18:30,satisfaccion,58,11,neutral
el fearless hubiera sido rep y hubiera quedado,1699547482,2023-11-09 11:31:22,decepcion,47,8,neutral
a mi me pasa que es un poco pegote es como que jamas se seca,1699501073,2023-11-08 22:37:53,consulta,60,15,neutral
a mi el red hoy no me queda aasii creo que depende del color de labio resl,1699404361,2023-11-07 19:46:01,testimonio,74,17,neutral
"deben dejarlos secar bien para que duren. a mi si me dura full, mas de 8 horas.",1699372239,2023-11-07 10:50:39,testimonio,79,17,neutral
que precio tienen,1698971975,2023-11-02 19:39:35,consulta,17,3,neutral
no es cierto. si se transfieren,1698925828,2023-11-02 06:50:28,entusiasmo,31,6,neutral
yo solo compre el 10 lippy y si lo agito y parece que me pongo aceite de color no se seca nunca y se transfiere todo no se porque ya no compre mas,1698876584,2023-11-01 17:09:44,confusion,146,33,neutral
tengo lippy son perfectos pero quiero color royal en colombia no esta,1698502889,2023-10-28 09:21:29,testimonio,70,12,neutral
no duran nada,1698385694,2023-10-27 00:48:14,testimonio,14,3,neutral
"tengo 3,ocupo los demas son lo maximo me duran mucho",1697836094,2023-10-20 16:08:14,testimonio,52,10,neutral
a mi no me gusto se siente pesado y pegajoso y el color sale muy claro en comparacion al envase.,1697764561,2023-10-19 20:16:01,decepcion,97,20,neutral
dura bastante pero es pegajoso,1697694025,2023-10-19 00:40:25,testimonio,31,5,neutral
"toca esperar a que se sequen, pero es verdad que con bebidas se pierden",1697566726,2023-10-17 13:18:46,sorpresa,71,14,neutral
120 y 100,1697504030,2023-10-16 19:53:50,frustracion,9,3,neutral
"una pregunta, los tonos que te haz probado en ese videos son los tonos que mas de van con tu piel?",1697494497,2023-10-16 17:14:57,satisfaccion,98,21,neutral
es uno de los mejores economicos.. el secreto es agitar muy bien unos 5 segundos minimo y zaz,1697399429,2023-10-15 14:50:29,sorpresa,93,18,neutral
yo tengo el 40- wity. y en chicas morenas queda increible,1697353124,2023-10-15 01:58:44,frustracion,57,11,neutral
algun color coral,1697321980,2023-10-14 17:19:40,queja,17,3,neutral
"yo estaba loca por probarlos desde hace rato! pero no me animaba porque escuchaba que eran malos, ayer me compre el wicked vamos a ver que tal",1697315954,2023-10-14 15:39:14,entusiasmo,143,27,neutral
no dura mucho y si transfiere,1697262489,2023-10-14 00:48:09,testimonio,29,6,neutral
el primero es,1697219934,2023-10-13 12:58:54,frustracion,14,3,neutral
yo hice un video donde se me quito todo,1697171778,2023-10-12 23:36:18,satisfaccion,39,9,neutral
si dura solo con agitarlo,1696891075,2023-10-09 17:37:55,testimonio,25,5,neutral
"tengo el 25 y es solo como un gloss, y no es permanente",1696873896,2023-10-09 12:51:36,consulta,56,13,neutral
queda pegajoso?,1696814986,2023-10-08 20:29:46,sorpresa,15,2,neutral
"son hermosos, los tengo, pero transfieren",1696791711,2023-10-08 14:01:51,sorpresa,41,6,neutral
alguien sabe si lo venden en el catalogo de ilusion?,1696791743,2023-10-08 14:02:23,consulta,52,10,neutral
no soy tan fan de los labiales... pero estos los ameeee me duran un buen y hasta batallo para quitarlo amooooooo,1696550957,2023-10-05 19:09:17,entusiasmo,112,21,neutral
no es cierto te lo pones se cae,1696552465,2023-10-05 19:34:25,confusion,31,8,neutral
"la verdad compre el rojo y no es lo q esperaba, me dolio el gasto mas barato y son mejores",1696412685,2023-10-04 04:44:45,sorpresa,90,20,neutral
yo lo amo,1696379896,2023-10-03 19:38:16,entusiasmo,9,3,neutral
"a mi. lo escupe mis labios, no me dura nada.",1696343445,2023-10-03 09:30:45,testimonio,46,10,neutral
todos,1696202398,2023-10-01 18:19:58,satisfaccion,6,1,neutral
es de nada calidad,1695944699,2023-09-28 18:44:59,decepcion,18,4,neutral
si transfiere y no se ve vinil,1695927956,2023-09-28 14:05:56,entusiasmo,30,7,neutral
a mi si me duran solo los retoco cada 4 horas porque como y bebo cuando salgo,1695929972,2023-09-28 14:39:32,consulta,78,17,neutral
a mi me duran un monton son aprueba de barbacoa,1695836718,2023-09-27 12:45:18,testimonio,48,10,neutral
a mi si me duran todo el dia,1695826331,2023-09-27 09:52:11,testimonio,29,8,neutral
no duran nada. es como cualquier labial.,1694811876,2023-09-15 16:04:36,consulta,40,7,neutral
donde lo compro,1694810696,2023-09-15 15:44:56,frustracion,15,3,neutral
64 en peru,1694812541,2023-09-15 16:15:41,consulta,10,3,neutral
no son como la referencia,1694811613,2023-09-15 16:00:13,consulta,25,5,neutral
precio,1694786738,2023-09-15 09:05:38,sorpresa,6,1,neutral
110,1694782250,2023-09-15 07:50:50,frustracion,3,1,neutral
que belleza,1694778048,2023-09-15 06:40:48,entusiasmo,11,2,neutral
precio,1694756466,2023-09-15 00:41:06,satisfaccion,6,1,neutral
cuanto cuesta,1694745305,2023-09-14 21:35:05,entusiasmo,13,2,neutral
me dura 4 horas xd,1694744471,2023-09-14 21:21:11,testimonio,18,5,neutral
yo los quiero,1694709451,2023-09-14 11:37:31,decepcion,14,3,neutral
yo tengo es lindo,1694695394,2023-09-14 07:43:14,consulta,17,4,neutral
cuanto esta,1694655972,2023-09-13 20:46:12,consulta,11,2,neutral
no duran nada,1694658573,2023-09-13 21:29:33,testimonio,13,3,neutral
lipy,1694653950,2023-09-13 20:12:30,confusion,4,1,neutral
a mi me funciona perfecto!,1694613136,2023-09-13 08:52:16,testimonio,26,5,positive
lindos colores pero el glossy en la que lo prueba no se nota.,1694609577,2023-09-13 07:52:57,confusion,61,13,neutral
no dura para nada,1694594130,2023-09-13 03:35:30,testimonio,18,4,neutral
donde los comprooooo esos colores que bonitos,1694543190,2023-09-12 13:26:30,entusiasmo,45,7,neutral
"si, me encantan. para mi valio el gasto. voy a comprar los demas ya tengo el tono 20, llamado coy.",1694510102,2023-09-12 04:15:02,entusiasmo,98,20,neutral
cual es su precio,1694494029,2023-09-11 23:47:09,frustracion,17,4,neutral
ventura rios cuando los compramos,1694492336,2023-09-11 23:18:56,entusiasmo,41,5,neutral
acuanto,1694486244,2023-09-11 21:37:24,sorpresa,7,1,neutral
donde,1694487481,2023-09-11 21:58:01,consulta,5,1,neutral
son excelentes yo animo eventos infantiles y jaja y me dura todo el dia y suaves,1694485123,2023-09-11 21:18:43,testimonio,80,16,neutral
me pela los labios!!!,1694483677,2023-09-11 20:54:37,testimonio,21,4,neutral
me encanto peppy y lippy..cuanto cuestan saben????,1694483557,2023-09-11 20:52:37,satisfaccion,50,7,neutral
yo tengo amoooooo,1694474357,2023-09-11 18:19:17,entusiasmo,17,3,neutral
precio,1694476603,2023-09-11 18:56:43,entusiasmo,6,1,neutral
yo tengo amoooooo,1694474357,2023-09-11 18:19:17,entusiasmo,17,3,neutral
ame eo nombre de fearless solo.swifties entenderan,1694470065,2023-09-11 17:07:45,testimonio,51,7,neutral
no dura,1694469870,2023-09-11 17:04:30,testimonio,7,2,neutral
el 10 me gusto mas,1694460375,2023-09-11 14:26:15,entusiasmo,18,5,neutral
se me va en 3 horas,1694454821,2023-09-11 12:53:41,testimonio,19,6,neutral
a mi se me secan,1694453186,2023-09-11 12:26:26,confusion,16,5,neutral
quiero la primera opcion precio por favor,1693198699,2023-08-27 23:58:19,consulta,41,7,neutral
siiiiiiip todos estan lindos!,1693196511,2023-08-27 23:21:51,satisfaccion,29,4,neutral
esta muy bonito,1693195913,2023-08-27 23:11:53,decepcion,15,3,neutral
precio,1693198433,2023-08-27 23:53:53,sorpresa,6,1,neutral
yo tengo el tono 120 y comi mucho y me duro muchas horas!!! pero los mate son mejor,1693195806,2023-08-27 23:10:06,testimonio,85,18,neutral
115 y 110 me parecen super!,1693198449,2023-08-27 23:54:09,confusion,27,6,positive
porfa me dices el color de tu cabello?,1693198984,2023-08-28 00:03:04,consulta,39,8,neutral
todos los tonos te quedaron bellisimo,1693191750,2023-08-27 22:02:30,queja,38,6,neutral
me encantaron todos,1693190772,2023-08-27 21:46:12,entusiasmo,19,3,neutral
numero 10,1693194388,2023-08-27 22:46:28,decepcion,9,2,neutral
la modelo tiene los labiales con gloss,1693192169,2023-08-27 22:09:29,entusiasmo,38,7,neutral
los kiero todoss,1693189431,2023-08-27 21:23:51,sorpresa,16,3,neutral
se sale al minuto,1693194688,2023-08-27 22:51:28,decepcion,17,4,neutral
todos los tonos te quedaron bellisimo,1693191750,2023-08-27 22:02:30,satisfaccion,38,6,neutral
total de que linea te creemos,1693187413,2023-08-27 20:50:13,entusiasmo,29,6,neutral
precio por favor,1693188309,2023-08-27 21:05:09,confusion,16,3,neutral
precio,1693184716,2023-08-27 20:05:16,confusion,6,1,neutral
"no dura, el mate si es perfect",1693184847,2023-08-27 20:07:27,testimonio,31,7,neutral
"el 115 me gusta, precio por favor.",1693188450,2023-08-27 21:07:30,entusiasmo,34,7,neutral
confirmo,1693184439,2023-08-27 20:00:39,entusiasmo,8,1,neutral
"compre el rojo y malazo, se me sale al toque y se me cuartea!!! amo los de maybelline pero los mate!",1693186485,2023-08-27 20:34:45,entusiasmo,100,21,neutral
120 panchi,1693183586,2023-08-27 19:46:26,consulta,10,2,neutral
pero el del video inicial cual es? porque se ve diferente,1693183410,2023-08-27 19:43:30,testimonio,57,11,neutral
"felizmente te puedes comprar 10,yo no me puedo comprar ni uno",1693181659,2023-08-27 19:14:19,frustracion,63,11,neutral
"precio?, donde lo consigo",1693181438,2023-08-27 19:10:38,sorpresa,25,4,neutral
y es libre de toxicos?,1693181166,2023-08-27 19:06:06,confusion,23,5,neutral
si mancha,1693178205,2023-08-27 18:16:45,decepcion,9,2,neutral
precio,1693182791,2023-08-27 19:33:11,frustracion,6,1,neutral
"estaba a punto de anotar para comprarlo, hasta q lei los comentarios",1693178233,2023-08-27 18:17:13,sorpresa,70,12,neutral
quiero el numero 100,1693182308,2023-08-27 19:25:08,consulta,20,4,neutral
pero contiene plomo..???,1693179074,2023-08-27 18:31:14,testimonio,24,3,neutral
"estaba a punto de anotar para comprarlo, hasta q lei los comentarios",1693178233,2023-08-27 18:17:13,decepcion,70,12,neutral
precios?,1693172412,2023-08-27 16:40:12,queja,9,1,neutral
no son toxicos,1693171883,2023-08-27 16:31:23,queja,14,3,negative
"compre el rojo no duro nada, comi y se borro",1693171635,2023-08-27 16:27:15,sorpresa,45,10,neutral
"los de vynil si son buenos pero si hablamos de duracion es un 8/10, el matte un 10/10",1693171583,2023-08-27 16:26:23,entusiasmo,85,18,neutral
no me,1693175412,2023-08-27 17:30:12,frustracion,5,2,neutral
me encanto! es cruelty free???,1693171934,2023-08-27 16:32:14,confusion,32,5,neutral
no funcionan,1693171196,2023-08-27 16:19:56,decepcion,13,2,neutral
yo quiero,1693175722,2023-08-27 17:35:22,testimonio,9,2,neutral
logitech,1693176104,2023-08-27 17:41:44,frustracion,8,1,neutral
los labiales son og,1693172899,2023-08-27 16:48:19,queja,20,4,neutral
yo tengo algunos que se han puesto transparentes como gloss al principio pintaban super ahora son como un brillo transparente,1693171745,2023-08-27 16:29:05,consulta,125,20,neutral
donde lo compro,1693173934,2023-08-27 17:05:34,confusion,15,3,neutral
tiene olor? o no,1693173422,2023-08-27 16:57:02,queja,16,4,neutral
110,1693173324,2023-08-27 16:55:24,frustracion,3,1,neutral
bonito,1693171426,2023-08-27 16:23:46,queja,6,1,neutral
como se llama la marca.,1693172533,2023-08-27 16:42:13,consulta,23,5,neutral
algun dia me comprare un producto con mi nombre osea maybelline,1693172221,2023-08-27 16:37:01,sorpresa,63,11,neutral
precio,1693171049,2023-08-27 16:17:29,consulta,6,1,neutral
donde compro,1693172590,2023-08-27 16:43:10,confusion,12,2,neutral
logitech,1693176104,2023-08-27 17:41:44,queja,8,1,neutral
bonito,1693171426,2023-08-27 16:23:46,satisfaccion,6,1,neutral
como se quita? agua micelar?,1693170576,2023-08-27 16:09:36,consulta,28,5,neutral
es de larga duracion,1693168080,2023-08-27 15:28:00,testimonio,20,4,neutral
su precio,1693169544,2023-08-27 15:52:24,satisfaccion,9,2,neutral
yo tengo todos y son preciosos la verdad no se como pueden decir que no les dura nada! yo creo que se lo aplican mal,1693167649,2023-08-27 15:20:49,decepcion,117,25,neutral
precio,1693170105,2023-08-27 16:01:45,queja,6,1,neutral
me deja el labio pegajoso,1693169848,2023-08-27 15:57:28,testimonio,26,5,neutral
el 120 es mate?,1693166550,2023-08-27 15:02:30,confusion,16,4,neutral
el tono 120..precio,1693166485,2023-08-27 15:01:25,testimonio,19,3,neutral
yo compre uno con tapita blanca de ess marca y lo me gustan? queda pegajoso,1693170468,2023-08-27 16:07:48,entusiasmo,75,15,neutral
en peru arequipa donde los encuentro,1693169313,2023-08-27 15:48:33,confusion,36,6,neutral
info porfavor,1693170098,2023-08-27 16:01:38,entusiasmo,13,2,neutral
precio,1693169083,2023-08-27 15:44:43,queja,6,1,neutral
tono 100: charmed que precio tiene,1693170558,2023-08-27 16:09:18,consulta,34,6,neutral
precio,1693167238,2023-08-27 15:13:58,decepcion,6,1,neutral
luana,1693166487,2023-08-27 15:01:27,frustracion,5,1,neutral
donde lo venden,1693168789,2023-08-27 15:39:49,consulta,15,3,neutral
precio,1693170444,2023-08-27 16:07:24,sorpresa,6,1,neutral
precio,1693169308,2023-08-27 15:48:28,confusion,6,1,neutral
lindos,1693166326,2023-08-27 14:58:46,frustracion,6,1,neutral
info porfavor,1693170098,2023-08-27 16:01:38,consulta,13,2,neutral
estan bonitos los colores,1693169640,2023-08-27 15:54:00,decepcion,25,4,neutral
donde lo venden,1693168789,2023-08-27 15:39:49,sorpresa,15,3,neutral
precio,1693170105,2023-08-27 16:01:45,decepcion,6,1,neutral
en donde puedo adquirir,1693170130,2023-08-27 16:02:10,consulta,23,4,neutral
donde comprar,1693166364,2023-08-27 14:59:24,queja,13,2,neutral
precio por favor gracias bendiciones,1693165195,2023-08-27 14:39:55,queja,36,5,neutral
no queda como tal....,1693165147,2023-08-27 14:39:07,consulta,21,4,neutral
viral??,1693166329,2023-08-27 14:58:49,consulta,7,1,neutral
que bonitosss,1693165476,2023-08-27 14:44:36,confusion,13,2,neutral
es de larga duracion,1693168080,2023-08-27 15:28:00,testimonio,20,4,neutral
luana,1693166487,2023-08-27 15:01:27,decepcion,5,1,neutral
"estas usando los mate, no como el video de referencia creo que no estas usando el mismo producto",1693165096,2023-08-27 14:38:16,consulta,96,18,neutral
tono 100: charmed que precio tiene,1693170558,2023-08-27 16:09:18,consulta,34,6,neutral
el 120 es mate?,1693166550,2023-08-27 15:02:30,testimonio,16,4,neutral
yo: a ver si me compro uno / gente normal: tengo 8 de estos,1693162886,2023-08-27 14:01:26,decepcion,59,14,neutral
precio x favor,1693163204,2023-08-27 14:06:44,decepcion,14,3,neutral
donde los consigo me encanta,1693161850,2023-08-27 13:44:10,consulta,29,5,neutral
precio??,1693163626,2023-08-27 14:13:46,sorpresa,8,1,neutral
sacaron catalogo? de esa marca?,1693160710,2023-08-27 13:25:10,sorpresa,31,5,neutral
los revlon mate no manchan tu vaso y si muy elegantes. los prefiero.,1693159725,2023-08-27 13:08:45,satisfaccion,68,13,neutral
encantador,1693160289,2023-08-27 13:18:09,satisfaccion,10,1,neutral
me. gusta,1693162587,2023-08-27 13:56:27,consulta,9,2,neutral
que bonito,1693162156,2023-08-27 13:49:16,testimonio,10,2,neutral
precio,1693161510,2023-08-27 13:38:30,decepcion,6,1,neutral
precio,1693164326,2023-08-27 14:25:26,frustracion,6,1,neutral
lo malo es que cuando doy comprar no sale el numero del color.,1693162728,2023-08-27 13:58:48,decepcion,62,13,neutral
y yo aqui tengo ninguno,1693162179,2023-08-27 13:49:39,satisfaccion,24,5,neutral
precio x favor,1693163204,2023-08-27 14:06:44,testimonio,14,3,neutral
me encanta donde los compro,1693161090,2023-08-27 13:31:30,entusiasmo,28,5,neutral
no me gusta muy brilloso me quedo con el mate,1693163380,2023-08-27 14:09:40,entusiasmo,46,10,neutral
o0 el oje,1693161875,2023-08-27 13:44:35,confusion,9,3,neutral
yo: a ver si me compro uno / gente normal: tengo 8 de estos,1693162886,2023-08-27 14:01:26,decepcion,59,14,neutral
cuanto esta y donde los compro,1693161564,2023-08-27 13:39:24,consulta,30,6,neutral
hola,1693160912,2023-08-27 13:28:32,satisfaccion,5,1,neutral
precio y donde lo venden,1693160861,2023-08-27 13:27:41,consulta,24,5,neutral
jajajaja,1693188472,2023-08-27 21:07:52,decepcion,8,1,neutral
quiero,1693116065,2023-08-27 01:01:05,sorpresa,26,1,neutral
huarcaya,1694550828,2023-09-12 15:33:48,sorpresa,21,1,neutral
quiero,1694458448,2023-09-11 13:54:08,satisfaccion,11,1,neutral
"cheka, te gusta alguno?",1693163413,2023-08-27 14:10:13,frustracion,40,4,neutral
arrue amorcito yo quiero,1693186812,2023-08-27 20:40:12,entusiasmo,31,4,neutral
del rosario ore llacsa briceno i satisfaccion,1694491434,2023-09-11 23:03:54,testimonio,64,7,neutral
sanchez ren comprame,1693164574,2023-08-27 14:29:34,frustracion,30,3,neutral
maldonado tar miraaa es el que me ensenaste,1693162775,2023-08-27 13:59:35,decepcion,52,8,neutral
noriega i l u,1693157899,2023-08-27 12:38:19,entusiasmo,25,4,neutral
ma,1693152807,2023-08-27 11:13:27,decepcion,11,1,neutral
paz lo necesito,1693147555,2023-08-27 09:45:55,consulta,25,3,neutral
mira,1693143780,2023-08-27 08:43:00,entusiasmo,13,1,neutral
"de la cruz lo quiero, lo necesito!!!!",1693113476,2023-08-27 00:17:56,frustracion,43,7,positive
maria gutierre,1692776659,2023-08-23 02:44:19,decepcion,21,2,neutral
quispe alayo estan bellos,1692330168,2023-08-17 22:42:48,satisfaccion,34,4,neutral
torres,1694489315,2023-09-11 22:28:35,entusiasmo,14,1,neutral
karen yo quiero,1694489200,2023-09-11 22:26:40,queja,22,3,neutral
(~)~,1693498968,2023-08-31 11:22:48,queja,12,1,neutral
dereck sb comprame,1693191631,2023-08-27 22:00:31,entusiasmo,26,3,neutral
vanessa del p,1693786895,2023-09-03 19:21:35,queja,21,3,neutral
rivasplata ru,1693168315,2023-08-27 15:31:55,frustracion,21,2,neutral
gomez,1693156263,2023-08-27 12:11:03,decepcion,13,1,neutral
ya sabes,1693147814,2023-08-27 09:50:14,sorpresa,16,2,neutral
julio lazo maza que color me quedaria lindo?,1693138101,2023-08-27 07:08:21,satisfaccion,51,8,neutral
lindos miralos yo quiero!!,1693136997,2023-08-27 06:49:57,queja,45,4,neutral
palomino,1693129845,2023-08-27 04:50:45,confusion,13,1,neutral
este quiero,1693115151,2023-08-27 00:45:51,queja,23,2,neutral
rojas los quiero todos,1745348106,2025-04-22 13:55:06,consulta,29,4,neutral
malca,1718202791,2024-06-12 09:33:11,decepcion,13,1,neutral
flores,1698611468,2023-10-29 15:31:08,testimonio,15,1,negative
@ quiero todos,1697668268,2023-10-18 17:31:08,frustracion,15,3,neutral
miraaa,1694919672,2023-09-16 22:01:12,queja,14,1,neutral
ya ps,1694809110,2023-09-15 15:18:30,queja,13,2,neutral
ruiz,1694581948,2023-09-13 00:12:28,confusion,12,1,neutral
fachin,1694559296,2023-09-12 17:54:56,entusiasmo,14,1,neutral
puedes probar tambien los labiales de cosmetics,1694545210,2023-09-12 14:00:10,confusion,54,7,neutral
jhanet,1694529606,2023-09-12 09:40:06,queja,12,1,neutral
:b,1693195965,2023-08-27 23:12:45,frustracion,6,1,neutral
huanca tintay,1693192140,2023-08-27 22:09:00,confusion,21,2,neutral
santos tocto necesitamos,1693171301,2023-08-27 16:21:41,entusiasmo,32,3,neutral
delgado,1693169840,2023-08-27 15:57:20,satisfaccion,13,1,neutral
unica grenita,1693167978,2023-08-27 15:26:18,sorpresa,17,2,neutral
"muy bueno me encantan,,,a pesar de usar mascarilla no transfer....compren originales...no se dejen sorprender....",1692540147,2023-08-20 09:02:27,entusiasmo,114,14,neutral
pues muy glossing no se ve jajaja,1693146652,2023-08-27 09:30:52,entusiasmo,33,7,neutral
q tono le queda a una morens,1693146804,2023-08-27 09:33:24,entusiasmo,28,7,neutral
si son muy buenos,1693146956,2023-08-27 09:35:56,entusiasmo,18,4,neutral
te quedan muy bonitos amiga es importante saber los colores que te quedan,1693147275,2023-08-27 09:41:15,confusion,73,13,neutral
ya vez mana te dije pense que era la unica que se le salia el labial,1693147336,2023-08-27 09:42:16,testimonio,73,16,neutral
el 105 bello,1693147346,2023-08-27 09:42:26,queja,12,3,neutral
"no dura,nada queda todo en la taza jaajaj,al medio dia ya no queda nada,se sale todo...",1692526970,2023-08-20 05:22:50,testimonio,87,16,neutral
"es horrible este producto, re deja el labio cuarteado feisimo..no lo recomiendo",1693147557,2023-08-27 09:45:57,satisfaccion,81,12,negative
esos no secan en mate?,1693147569,2023-08-27 09:46:09,confusion,23,5,neutral
me gusta el 110 y el 115..precio por favor,1693147600,2023-08-27 09:46:40,entusiasmo,43,9,neutral
"son super malos, los compre todos y perdida de dinero",1692521098,2023-08-20 03:44:58,decepcion,53,10,neutral
yo quiero comprar,1693147875,2023-08-27 09:51:15,sorpresa,17,3,neutral
a mi si me duraaa pero no me gustan los tonos,1692520176,2023-08-20 03:29:36,entusiasmo,46,11,neutral
los claros le quedan mejor,1693148057,2023-08-27 09:54:17,satisfaccion,27,5,neutral
no pasa nada no dura y por mas que lo muevas con el tiempo se pone agua,1693148071,2023-08-27 09:54:31,testimonio,71,17,neutral
valverde,1693148103,2023-08-27 09:55:03,entusiasmo,16,1,neutral
no sirve,1692506043,2023-08-19 23:34:03,consulta,8,2,neutral
ninguno es como de la primer chica,1693148358,2023-08-27 09:59:18,consulta,34,7,neutral
"es ligero, no dura y con el tiempo solo sale gloss el color ya no",1693148373,2023-08-27 09:59:33,testimonio,65,15,neutral
mas informacion,1693148477,2023-08-27 10:01:17,testimonio,15,2,neutral
mentira yo tengo y no duro tanto..,1693148485,2023-08-27 10:01:25,consulta,34,7,neutral
precio,1693148525,2023-08-27 10:02:05,entusiasmo,6,1,neutral
no.me interesa,1693148662,2023-08-27 10:04:22,satisfaccion,14,2,neutral
dijieron que contiene plomo no pasa nada,1693148663,2023-08-27 10:04:23,decepcion,40,7,neutral
q bonitos quiero todos,1693148669,2023-08-27 10:04:29,confusion,22,4,neutral
"yo tengo y se pela feo, te reseca los labios y no queda como muestran aqui",1693148741,2023-08-27 10:05:41,consulta,74,16,neutral
precio,1693148868,2023-08-27 10:07:48,queja,6,1,neutral
yo tengo como 3 y son malisimos,1692505036,2023-08-19 23:17:16,decepcion,32,7,neutral
no es cruelty free,1693149046,2023-08-27 10:10:46,queja,19,4,neutral
tiene plomo,1693149053,2023-08-27 10:10:53,satisfaccion,11,2,neutral
yo quiero,1693149197,2023-08-27 10:13:17,consulta,9,2,neutral
no es toxico? estan hermosos,1693149309,2023-08-27 10:15:09,entusiasmo,29,5,neutral
lo quiero,1693149324,2023-08-27 10:15:24,queja,9,2,neutral
precio,1692503247,2023-08-19 22:47:27,decepcion,6,1,neutral
me encantan,1693149511,2023-08-27 10:18:31,entusiasmo,12,2,neutral
.02 este es mi perfil,1693149538,2023-08-27 10:18:58,queja,31,5,neutral
precio los mate,1693149635,2023-08-27 10:20:35,sorpresa,15,3,neutral
ame el tono 10,1693149644,2023-08-27 10:20:44,frustracion,14,4,neutral
25 mi favorito,1692502276,2023-08-19 22:31:16,sorpresa,15,3,neutral
donde lo consigo,1693149705,2023-08-27 10:21:45,testimonio,16,3,neutral
